word,prob,freq,plural
djinn,14.406809101962828,,Plural
pampa,14.40333507034914,,
hamza,14.382490880667014,,
wanna,14.37554281743964,,
fully,14.319958311620637,63238.0,
tufty,14.316484280006948,,
doozy,14.3025881535522,,
booky,14.28521799548376,,
piggy,14.28521799548376,,
nonny,14.19489317352788,,
mammy,14.163626889004693,,
gooky,14.160152857391004,,
titty,14.114990446413064,,
injun,14.08719819350356,,
quaff,14.07330206704881,,
foggy,14.038561750911937,,
goofy,14.038561750911937,,
kicky,14.02813965607087,,
abaca,13.989925308320306,,
gonzo,13.944762897342365,,
jaggy,13.903074517978116,,
dummy,13.89265242313705,,
muddy,13.89265242313705,,
divvy,13.816223727635922,,
bunny,13.809275664408547,,
chick,13.778009379885356,,
bluff,13.725898905680042,,
junky,13.705054715997916,,
gunny,13.684210526315791,,
chiff,13.656418273406286,,
kappa,13.545249261768282,,
cuppy,13.527879103699844,,
fixit,13.468820566267151,,
which,13.461872503039777,1613281.0,
biggy,13.451450408198712,,
buddy,13.447976376585029,28763.0,
gamma,13.44450234497134,,
magma,13.44450234497134,,
jumpy,13.416710092061836,,
kayak,13.305541080423833,,
funny,13.274274795900643,79978.0,
twixt,13.274274795900643,,
papaw,13.229112384922702,,
dizzy,13.180475942331077,,
doggo,13.114469341671011,,
ninny,13.07278096230676,,
civvy,13.062358867465694,,
poppy,13.048462741010944,,
biffy,13.041514677783567,,
flyby,13.020670488101445,,
minim,12.923397602918186,,
humph,12.85739100225812,,
hooch,12.82959874934862,,
cooch,12.82959874934862,,
quipu,12.815702622893868,,
diddy,12.711481674483238,,
cubby,12.6941115164148,,
boozy,12.683689421573735,,
mommy,12.659371200277924,17978.0,
guppy,12.537780093798856,,
infix,12.426611082160848,,
zippy,12.39534479763766,,
yucky,12.280701754385966,,
yobbo,12.2146951537259,,
bobby,12.2146951537259,,
booby,12.2146951537259,,
hubby,12.173006774361646,,
gummy,12.148688553065831,,
muggy,12.148688553065831,,
villi,12.145214521452148,,
puffy,12.127844363383709,,
whiff,12.06183776272364,,
chuck,12.030571478200452,,
jazzy,12.013201320132014,,
woozy,11.954142782699323,,
finif,11.94372068785826,,
chuff,11.908980371721382,,
jimmy,11.846447802675003,,
mimic,11.80823345492444,,
kooky,11.801285391697066,,
buggy,11.70401250651381,,
pygmy,11.683168316831685,,
huffy,11.638005905853744,,
quiff,11.44693416710092,,
oxbow,11.37397950321348,,
fluff,11.241966301893347,,
whooo,11.235018238665972,,
mamma,11.085634879277402,,
boffo,11.085634879277402,,
fizzy,11.02657634184471,,
ahhhh,10.98488796248046,,
duddy,10.964043772798334,,
jiffy,10.866770887615075,,
pffft,10.772972034045509,,
vivid,10.738231717908633,,
whizz,10.581900295292687,,
kudzu,10.425568872676742,,
puppy,10.178912628104916,,
civic,9.984366857738404,12697.0,
buzzy,9.81413930866771,,
yummy,9.789821087371894,,
mummy,9.789821087371894,,
ohhhh,9.480632273753692,,
fuzzy,9.279138440159803,,
immix,8.9421573736321,,
yukky,8.931735278791036,,
gyppy,8.754559666492966,,
